1,ACTIVITY_Food,1
1,GENDER_F,1
1,COUNTRY_Liberia,1
1,loan_buck_0,1
1,pfr_buck_2,1
2,ACTIVITY_Fuel/Firewood,1
2,GENDER_F,1
2,COUNTRY_low_pfr,1
2,loan_buck_5,1
2,pfr_buck_2,1
3,ACTIVITY_Poultry,1
3,GENDER_M,1
3,COUNTRY_Palestine,1
3,loan_buck_6,1
3,pfr_buck_1,1
4,ACTIVITY_Cattle,1
4,GENDER_M,1
4,COUNTRY_Armenia,1
4,loan_buck_5,1
4,pfr_buck_2,1
5,ACTIVITY_Tailoring,1
5,GENDER_F,1
5,COUNTRY_Tajikistan,1
5,loan_buck_1,1
5,pfr_buck_3,1
7,ACTIVITY_Food,1
7,GENDER_M,1
7,COUNTRY_Madagascar,1
7,loan_buck_1,1
7,pfr_buck_2,1
9,ACTIVITY_Pigs,1
9,GENDER_M,1
9,COUNTRY_Colombia,1
9,loan_buck_0,1
9,pfr_buck_3,1
10,ACTIVITY_Bakery,1
10,GENDER_F,1
10,COUNTRY_Samoa,1
10,loan_buck_3,1
10,pfr_buck_2,1
11,ACTIVITY_Clothing,1
11,GENDER_F,1
11,COUNTRY_Uganda,1
11,loan_buck_3,1
11,pfr_buck_3,1
12,ACTIVITY_Food,1
12,GENDER_M,1
12,COUNTRY_Rwanda,1
12,loan_buck_9,1
12,pfr_buck_2,1
13,ACTIVITY_Food,1
13,GENDER_F,1
13,COUNTRY_Peru,1
13,loan_buck_7,1
13,pfr_buck_2,1
14,ACTIVITY_Cosmetics,1
14,GENDER_F,1
14,COUNTRY_Kenya,1
14,loan_buck_0,1
14,pfr_buck_2,1
15,ACTIVITY_Beverages,1
15,GENDER_F,1
15,COUNTRY_Cambodia,1
15,loan_buck_2,1
15,pfr_buck_3,1
17,ACTIVITY_Services,1
17,GENDER_M,1
17,COUNTRY_Lebanon,1
17,loan_buck_6,1
17,pfr_buck_2,1
18,ACTIVITY_Food,1
18,GENDER_M,1
18,COUNTRY_Philippines,1
18,loan_buck_3,1
18,pfr_buck_2,1
19,ACTIVITY_Food,1
19,GENDER_F,1
19,COUNTRY_Paraguay,1
19,loan_buck_9,1
19,pfr_buck_3,1
20,ACTIVITY_Shoe,1
20,GENDER_F,1
20,COUNTRY_Bolivia,1
20,loan_buck_9,1
20,pfr_buck_2,1
21,ACTIVITY_General,1
21,GENDER_F,1
21,COUNTRY_Ghana,1
21,loan_buck_7,1
21,pfr_buck_2,1
23,ACTIVITY_Farming,1
23,GENDER_M,1
23,COUNTRY_Lebanon,1
23,loan_buck_7,1
23,pfr_buck_3,1
25,ACTIVITY_Used,1
25,GENDER_F,1
25,COUNTRY_Philippines,1
25,loan_buck_1,1
25,pfr_buck_2,1
26,ACTIVITY_Agriculture,1
26,GENDER_M,1
26,COUNTRY_Nicaragua,1
26,loan_buck_3,1
26,pfr_buck_3,1
27,ACTIVITY_Farming,1
27,GENDER_M,1
27,COUNTRY_Tajikistan,1
27,loan_buck_1,1
27,pfr_buck_2,1
28,ACTIVITY_Charcoal,1
28,GENDER_F,1
28,COUNTRY_Congo,1
28,loan_buck_8,1
28,pfr_buck_1,1
29,ACTIVITY_Livestock,1
29,GENDER_F,1
29,COUNTRY_Kenya,1
29,loan_buck_0,1
29,pfr_buck_3,1
31,ACTIVITY_Food,1
31,GENDER_F,1
31,COUNTRY_Samoa,1
31,loan_buck_3,1
31,pfr_buck_0,1
32,ACTIVITY_Clothing,1
32,GENDER_F,1
32,COUNTRY_Bolivia,1
32,loan_buck_8,1
32,pfr_buck_1,1
33,ACTIVITY_Farming,1
33,GENDER_M,1
33,COUNTRY_Congo,1
33,loan_buck_2,1
33,pfr_buck_3,1
34,ACTIVITY_Agriculture,1
34,GENDER_F,1
34,COUNTRY_Cambodia,1
34,loan_buck_6,1
34,pfr_buck_1,1
35,ACTIVITY_Agriculture,1
35,GENDER_F,1
35,COUNTRY_El,1
35,loan_buck_2,1
35,pfr_buck_1,1
36,ACTIVITY_Beverages,1
36,GENDER_F,1
36,COUNTRY_Peru,1
36,loan_buck_3,1
36,pfr_buck_2,1
37,ACTIVITY_Home,1
37,GENDER_F,1
37,COUNTRY_Colombia,1
37,loan_buck_2,1
37,pfr_buck_2,1
38,ACTIVITY_Motorcycle,1
38,GENDER_M,1
38,COUNTRY_Philippines,1
38,loan_buck_0,1
38,pfr_buck_1,1
40,ACTIVITY_Recycled,1
40,GENDER_F,1
40,COUNTRY_Cambodia,1
40,loan_buck_3,1
