b9cbe745bcfc0a562365aea858ad14fc,81,3.2478933451263274
b9cbe745bcfc0a562365aea858ad14fc,277,3.237845064295893
b9cbe745bcfc0a562365aea858ad14fc,2448,3.228895505559826
b9cbe745bcfc0a562365aea858ad14fc,1646,3.2148654341074705
b9cbe745bcfc0a562365aea858ad14fc,1666,3.2094389904386342
b9cbe745bcfc0a562365aea858ad14fc,2940,3.2068273015595916
b9cbe745bcfc0a562365aea858ad14fc,4997,3.1910019067720166
b9cbe745bcfc0a562365aea858ad14fc,485,3.1870174744465882
b9cbe745bcfc0a562365aea858ad14fc,1868,3.1838092941497913
b9cbe745bcfc0a562365aea858ad14fc,4690,3.1740997100610526
9dfdb3a175a991c93bb89b6585f09036,4863,3.224717755587429
9dfdb3a175a991c93bb89b6585f09036,1501,3.213511553590093
9dfdb3a175a991c93bb89b6585f09036,648,3.2067224659318394
9dfdb3a175a991c93bb89b6585f09036,3199,3.19585597172167
9dfdb3a175a991c93bb89b6585f09036,3371,3.192336422689853
9dfdb3a175a991c93bb89b6585f09036,1177,3.1915145727823964
9dfdb3a175a991c93bb89b6585f09036,103,3.19140003743083
9dfdb3a175a991c93bb89b6585f09036,1070,3.1852479348353935
9dfdb3a175a991c93bb89b6585f09036,4656,3.1785571670237136
9dfdb3a175a991c93bb89b6585f09036,863,3.171380933377326
7c620b47270e175dad500117f24bdbf4,2171,3.6432555725718245
7c620b47270e175dad500117f24bdbf4,1035,3.423072487893264
7c620b47270e175dad500117f24bdbf4,1395,3.3266622399586656
7c620b47270e175dad500117f24bdbf4,2128,3.3114378255430172
7c620b47270e175dad500117f24bdbf4,4629,3.285698248042099
7c620b47270e175dad500117f24bdbf4,675,3.2732278804062496
7c620b47270e175dad500117f24bdbf4,241,3.2636966743728757
7c620b47270e175dad500117f24bdbf4,1549,3.2545099918742877
7c620b47270e175dad500117f24bdbf4,4601,3.2528535470711555
7c620b47270e175dad500117f24bdbf4,2378,3.246925176123599
3311dfa28d28e2198b54bbfa84495737,954,3.3352491143283216
3311dfa28d28e2198b54bbfa84495737,2547,3.2642076086421814
3311dfa28d28e2198b54bbfa84495737,693,3.2626691441579845
3311dfa28d28e2198b54bbfa84495737,2520,3.2601913113613805
3311dfa28d28e2198b54bbfa84495737,4916,3.2470179140700735
3311dfa28d28e2198b54bbfa84495737,1712,3.240795273886309
3311dfa28d28e2198b54bbfa84495737,277,3.236839853985826
3311dfa28d28e2198b54bbfa84495737,389,3.2325020001996565
3311dfa28d28e2198b54bbfa84495737,793,3.231613097369495
3311dfa28d28e2198b54bbfa84495737,1180,3.2152758406112456
47f4ba94554dc7504bb7b976bbeec841,260,3.347332540267479
47f4ba94554dc7504bb7b976bbeec841,601,3.2698593068705484
47f4ba94554dc7504bb7b976bbeec841,316,3.228486194962463
47f4ba94554dc7504bb7b976bbeec841,1454,3.21719202818506
47f4ba94554dc7504bb7b976bbeec841,750,3.2120124461295196
47f4ba94554dc7504bb7b976bbeec841,286,3.2038240196573886
47f4ba94554dc7504bb7b976bbeec841,2104,3.1967862117452768
47f4ba94554dc7504bb7b976bbeec841,2278,3.189004020980564
47f4ba94554dc7504bb7b976bbeec841,58,3.187697715338921
47f4ba94554dc7504bb7b976bbeec841,390,3.17612419613466
e22d99402b25f466cabf9828e9cfac3a,1035,3.426616888666778
e22d99402b25f466cabf9828e9cfac3a,954,3.344315950022083
e22d99402b25f466cabf9828e9cfac3a,1276,3.314616195599093
e22d99402b25f466cabf9828e9cfac3a,1938,3.2958466260257357
e22d99402b25f466cabf9828e9cfac3a,1210,3.269579878520797
e22d99402b25f466cabf9828e9cfac3a,1571,3.2635296806573466
e22d99402b25f466cabf9828e9cfac3a,2125,3.239831903036761
e22d99402b25f466cabf9828e9cfac3a,617,3.2386210896802314
e22d99402b25f466cabf9828e9cfac3a,1790,3.2380464712614234
e22d99402b25f466cabf9828e9cfac3a,1271,3.2337107612592124
69bc7b34774c81601b0a0f6095b687f1,1435,3.4061653628357784
69bc7b34774c81601b0a0f6095b687f1,1614,3.2853352869320633
